[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
1.295	21:53:57.028	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.344	21:53:57.077	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.393	21:53:57.126	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.442	21:53:57.175	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.494	21:53:57.227	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.542	21:53:57.275	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.593	21:53:57.326	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.645	21:53:57.379	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.694	21:53:57.427	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.743	21:53:57.476	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.796	21:53:57.529	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.845	21:53:57.578	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.896	21:53:57.629	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.945	21:53:57.678	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
1.994	21:53:57.727	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.043	21:53:57.776	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.093	21:53:57.826	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.143	21:53:57.876	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.194	21:53:57.927	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.246	21:53:57.979	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.294	21:53:58.027	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.345	21:53:58.078	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.396	21:53:58.129	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.444	21:53:58.177	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.496	21:53:58.229	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.544	21:53:58.277	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.595	21:53:58.329	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.645	21:53:58.378	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.696	21:53:58.429	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.743	21:53:58.477	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.795	21:53:58.528	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.845	21:53:58.578	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.895	21:53:58.628	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.946	21:53:58.679	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
2.996	21:53:58.729	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.046	21:53:58.779	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.096	21:53:58.829	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.143	21:53:58.876	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.193	21:53:58.926	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.243	21:53:58.976	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.294	21:53:59.027	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.346	21:53:59.079	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.396	21:53:59.129	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.443	21:53:59.176	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.493	21:53:59.226	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.546	21:53:59.279	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.596	21:53:59.329	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.644	21:53:59.377	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.696	21:53:59.429	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.744	21:53:59.477	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.796	21:53:59.529	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.844	21:53:59.577	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.894	21:53:59.627	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.946	21:53:59.679	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.207	76	0	7.8	0.000	
3.996	21:53:59.729	0100100000110001	0	9749	2.602	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.197	76	0	7.78	0.000	
4.044	21:53:59.777	0100100000110001	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.186	76	0	7.75	0.000	
4.094	21:53:59.827	0100100100110011	0	9773	2.607	.541	0	0	-25	-25	175	51	1	1	29	26	0	12.2	0	0	.096	76	0	7.54	0.000	
4.146	21:53:59.879	0100100100110011	0	9717	2.597	.541	0	0	-25	-25	175	51	1	1	29	26	0	8.2	0	0	.005	76	0	7.32	0.000	
4.194	21:53:59.927	0100100100110011	0	9693	2.593	.541	0	0	-25	-25	175	51	1	1	29	26	0	8.9	0	0	.005	76	0	7.32	0.000	
4.245	21:53:59.978	0100100100110011	0	9693	2.592	.541	0	0	-25	-25	175	51	1	1	29	26	0	9.5	0	0	0	76	0	7.31	0.000	
4.293	21:54:00.026	0100100100110011	0	9677	2.589	.541	0	0	9	5	175	51	1	1	29	26	1	9.8	0	1000	0	76	0	7.31	0.000	
4.343	21:54:00.076	0100100100110011	0	9677	2.581	.541	0	0	9	5	175	51	1	1	29	26	0	9.8	0	1000	0	76	0	7.31	0.000	
4.393	21:54:00.126	0100100100110011	0	9677	2.583	.571	0	0	9	5	175	51	1	1	29	26	0	9.7	0	1000	0	76	0	7.31	0.000	
4.446	21:54:00.179	0100100100110011	189	9669	2.587	.776	0	0	9	5	175	51	1	1	29	26	1	10	0	1000	.005	76	0	7.32	0.000	
4.495	21:54:00.228	0100100100110011	189	9669	2.597	.888	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	0	76	0	7.31	0.000	
4.544	21:54:00.277	0100100100110011	189	9669	2.599	1.152	0	0	9	5	175	51	1	1	29	26	0	10	0	1000	.005	76	0	7.32	0.000	
4.594	21:54:00.327	0100100100110011	211	9741	2.602	1.279	0	0	9	5	175	51	1	1	29	26	1	10.2	0	1000	.015	76	0	7.35	0.000	
4.645	21:54:00.378	0100100100110011	211	9741	2.603	1.303	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
4.694	21:54:00.427	0100100100110011	211	9741	2.603	1.303	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
4.744	21:54:00.477	0100100100110011	230	9749	2.603	1.303	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
4.794	21:54:00.527	0100100100110011	230	9749	2.603	1.303	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
4.846	21:54:00.579	0100100100110011	241	9749	2.603	1.303	0	0	9	5	175	51	1	1	29	26	1	10.3	0	1000	.025	76	0	7.37	0.000	
4.894	21:54:00.627	0100100100110011	241	9749	2.603	1.308	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
4.945	21:54:00.678	0100100100110011	241	9749	2.603	1.313	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
4.993	21:54:00.726	0100100100110011	241	9749	2.603	1.318	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.045	21:54:00.778	0100100100110011	241	9749	2.603	1.318	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
5.094	21:54:00.827	0100100100110011	241	9749	2.603	1.323	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
5.145	21:54:00.878	0100100100110011	241	9749	2.604	1.323	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
5.194	21:54:00.927	0100100100110011	250	9757	2.604	1.323	0	0	9	5	175	51	1	1	29	26	2	10.3	0	1000	.025	76	0	7.37	0.000	
5.244	21:54:00.977	0100100100110011	250	9757	2.604	1.323	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.293	21:54:01.026	0100100100110011	250	9757	2.604	1.323	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
5.343	21:54:01.076	0100100100110011	241	9757	2.604	1.323	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
5.393	21:54:01.126	0100100100110011	241	9757	2.604	1.323	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
5.443	21:54:01.176	0100100100110011	245	9757	2.604	1.416	0	0	9	5	175	51	1	1	29	26	1	10.3	0	1000	.025	76	0	7.37	0.000	
5.493	21:54:01.226	0100100100110011	245	9757	2.604	1.528	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.542	21:54:01.275	0100100100110011	245	9757	2.604	1.674	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
5.594	21:54:01.327	0100100100110011	245	9765	2.606	1.879	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.646	21:54:01.379	0100100100110011	245	9765	2.606	1.977	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.005	76	0	7.32	0.000	
5.693	21:54:01.426	0100100100110011	241	9773	2.607	1.977	0	0	9	5	175	51	1	1	29	26	1	10.2	0	1000	.025	76	0	7.37	0.000	
5.743	21:54:01.476	0100100100110011	241	9773	2.606	1.972	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.795	21:54:01.528	0100100100110011	241	9773	2.606	1.918	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
5.843	21:54:01.576	0100100100110011	245	9765	2.605	1.914	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
5.892	21:54:01.625	0100100100110011	245	9765	2.606	1.918	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
5.945	21:54:01.678	0100100100110011	245	9765	2.606	1.938	0	0	9	5	175	51	1	1	29	26	1	10.3	0	1000	.025	76	0	7.37	0.000	
5.995	21:54:01.728	0100100100110011	245	9765	2.606	2.06	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.047	21:54:01.780	0100100100110011	245	9765	2.605	2.285	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
6.094	21:54:01.827	0100100100110011	241	9765	2.607	2.299	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
6.143	21:54:01.877	0100100100110011	241	9765	2.606	2.294	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.005	76	0	7.32	0.000	
6.193	21:54:01.926	0100100100110011	245	9765	2.606	2.114	0	0	9	5	175	51	1	1	29	26	2	10.3	0	1000	.025	76	0	7.37	0.000	
6.243	21:54:01.976	0100100100110011	245	9765	2.606	1.787	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.294	21:54:02.027	0100100100110011	245	9765	2.606	1.777	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
6.345	21:54:02.078	0100100100110011	245	9765	2.605	1.782	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.005	76	0	7.32	0.000	
6.394	21:54:02.127	0100100100110011	245	9765	2.605	1.796	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.005	76	0	7.32	0.000	
6.446	21:54:02.179	0100100100110011	241	9765	2.605	1.962	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
6.494	21:54:02.227	0100100100110011	241	9765	2.606	2.06	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.542	21:54:02.275	0100100100110011	241	9773	2.607	2.07	0	0	9	5	175	51	1	1	29	26	1	10.2	0	1000	.025	76	0	7.37	0.000	
6.594	21:54:02.327	0100100100110011	241	9773	2.607	2.06	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.005	76	0	7.32	0.000	
6.646	21:54:02.379	0100100100110011	241	9773	2.606	1.899	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
6.692	21:54:02.425	0100100100110011	250	9773	2.606	1.894	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
6.745	21:54:02.478	0100100100110011	250	9773	2.606	1.894	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.796	21:54:02.529	0100100100110011	241	9765	2.605	1.909	0	0	9	5	175	51	1	1	29	26	1	10.2	0	1000	.025	76	0	7.37	0.000	
6.846	21:54:02.579	0100100100110011	241	9765	2.606	2.084	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
6.896	21:54:02.629	0100100100110011	241	9765	2.606	2.114	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.096	76	0	7.54	0.000	
6.946	21:54:02.679	0100100100110011	241	9773	2.607	2.114	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.045	76	0	7.42	0.000	
6.995	21:54:02.728	0100100100110011	241	9773	2.606	2.109	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.156	76	0	7.68	0.000	
7.045	21:54:02.778	0100100100110011	245	9765	2.605	1.962	0	0	9	5	175	51	1	1	29	26	2	10.3	0	1000	.025	76	0	7.37	0.000	
7.093	21:54:02.826	0100100100110011	245	9765	2.605	1.948	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.055	76	0	7.44	0.000	
7.145	21:54:02.878	0100100100110011	245	9765	2.606	1.953	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.015	76	0	7.35	0.000	
7.193	21:54:02.926	0100100100110011	241	9773	2.607	1.992	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
7.244	21:54:02.977	0100100100110011	241	9773	2.608	2.172	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.066	76	0	7.47	0.000	
7.296	21:54:03.029	0100100100110011	241	9773	2.607	2.221	0	0	9	5	175	51	1	1	29	26	2	10.3	0	1000	.025	76	0	7.37	0.000	
7.343	21:54:03.076	0100100100110011	241	9773	2.606	2.226	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
7.394	21:54:03.127	0100100100110011	241	9773	2.606	2.226	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.035	76	0	7.4	0.000	
7.444	21:54:03.177	0100100100110011	250	9765	2.606	2.182	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
7.496	21:54:03.229	0100100100110011	250	9765	2.606	2.06	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.025	76	0	7.37	0.000	
7.546	21:54:03.279	0100100100110011	241	9765	2.607	2.026	0	0	9	5	175	51	1	1	29	26	2	10.3	0	1000	.025	76	0	7.37	0.000	
7.593	21:54:03.326	0100100100110011	241	9765	2.606	2.026	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.005	76	0	7.32	0.000	
7.643	21:54:03.376	0100100100110011	241	9765	2.606	2.05	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.025	76	0	7.37	0.000	
7.692	21:54:03.425	0100100100110011	241	9765	2.607	2.109	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
7.744	21:54:03.477	0100100100110011	241	9765	2.607	2.158	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.035	76	0	7.4	0.000	
7.796	21:54:03.529	0100100100110011	245	9773	2.607	2.158	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
7.844	21:54:03.577	0100100100110011	245	9773	2.606	2.163	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.015	76	0	7.35	0.000	
7.894	21:54:03.627	0100100100110011	245	9765	2.605	2.153	0	0	9	5	175	51	1	1	29	26	2	10.2	0	1000	.015	76	0	7.35	0.000	
7.944	21:54:03.677	0100100100110011	245	9765	2.606	2.036	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
7.993	21:54:03.726	0100100100110011	245	9765	2.608	1.967	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.045	76	0	7.42	0.000	
8.044	21:54:03.777	0100100100110011	241	9773	2.607	1.958	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.015	76	0	7.35	0.000	
8.095	21:54:03.828	0100100100110011	241	9773	2.605	1.977	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.015	76	0	7.35	0.000	
8.146	21:54:03.879	0100100100110011	245	9765	2.605	2.084	0	0	9	5	175	51	1	1	29	26	2	10.2	0	1000	.025	76	0	7.37	0.000	
8.194	21:54:03.927	0100100100110011	245	9765	2.605	2.192	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.035	76	0	7.4	0.000	
8.244	21:54:03.977	0100100100110011	245	9765	2.605	2.241	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.025	76	0	7.37	0.000	
8.295	21:54:04.029	0100100100110011	241	9765	2.607	2.241	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.025	76	0	7.37	0.000	
8.344	21:54:04.077	0100100100110011	241	9765	2.607	2.246	0	0	9	5	175	51	1	1	29	26	0	10.1	0	1000	.066	76	0	7.47	0.000	
8.395	21:54:04.128	0100100100110011	245	9773	2.607	2.207	0	0	9	5	175	51	1	1	29	26	1	10.2	0	1000	.025	76	0	7.37	0.000	
8.444	21:54:04.177	0100100100110011	245	9773	2.607	2.124	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.086	76	0	7.52	0.000	
8.496	21:54:04.229	0100100100110011	245	9773	2.607	2.119	0	0	9	5	175	51	1	1	29	26	0	10.2	0	1000	.096	76	0	7.54	0.000	
8.545	21:54:04.278	0100100100110011	241	9773	2.607	2.124	0	0	9	5	175	51	1	1	29	26	0	10.3	0	1000	.035	76	0	7.4	0.000	
8.593	21:54:04.326	0100100100110011	241	9773	2.607	2.148	0	0	9	5	175	51	1	1	29	26	0	10	0	1000	.076	76	0	7.49	0.000	
